Dataset,algo,sil,dbs,ari,cluster_diff,predicted_cluster,clusters,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,cohesiveness.mean,cohesiveness.sd,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,inst_to_attr,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_attr,nr_cor_attr,nr_inst,one_itemset.mean,one_itemset.sd,range.mean,range.sd,sd.mean,sd.sd,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t2,t3,t4,t_mean.mean,t_mean.sd,two_itemset.mean,two_itemset.sd,var.mean,var.sd,wg_dist.mean,wg_dist.sd
dim47-clusters5-instances3500-overlap1e-06-1e-05-aspectref3.5-aspectmaxmin9.5-radius7.5-imbalance1-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.22,2.8,0.6,1,4,5,0.0237,0.006,3.8739,0.2288,0.0137,1309.8977,242.3399,0.1206,0.0953,0.0014,0.0019,0.0124,0.0234,72.9167,0.1087,0.0637,2.9526,1.5486,0.0753,0.0465,1.0,0.0,0.5072,0.0549,0.5094,0.0573,0.0,0.0,48.0,0.0027,3500.0,0.0676,0.0112,1.0,0.0,0.1045,0.0389,-0.1596,0.597,0.0042,0.0288,0.0137,0.0109,0.7917,0.5092,0.0571,0.1261,0.0149,0.0124,0.0168,0.978,0.2688
dim47-clusters5-instances3500-overlap1e-06-1e-05-aspectref3.5-aspectmaxmin9.5-radius7.5-imbalance1-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.16,3.61,0.77,6,11,5,0.0237,0.006,3.8739,0.2288,0.0137,1309.8977,242.3399,0.1206,0.0953,0.0014,0.0019,0.0124,0.0234,72.9167,0.1087,0.0637,2.9526,1.5486,0.0753,0.0465,1.0,0.0,0.5072,0.0549,0.5094,0.0573,0.0,0.0,48.0,0.0027,3500.0,0.0676,0.0112,1.0,0.0,0.1045,0.0389,-0.1596,0.597,0.0042,0.0288,0.0137,0.0109,0.7917,0.5092,0.0571,0.1261,0.0149,0.0124,0.0168,0.978,0.2688
dim47-clusters5-instances3500-overlap1e-06-1e-05-aspectref3.5-aspectmaxmin9.5-radius7.5-imbalance1-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.1,3.99,0.61,13,18,5,0.0237,0.006,3.8739,0.2288,0.0137,1309.8977,242.3399,0.1206,0.0953,0.0014,0.0019,0.0124,0.0234,72.9167,0.1087,0.0637,2.9526,1.5486,0.0753,0.0465,1.0,0.0,0.5072,0.0549,0.5094,0.0573,0.0,0.0,48.0,0.0027,3500.0,0.0676,0.0112,1.0,0.0,0.1045,0.0389,-0.1596,0.597,0.0042,0.0288,0.0137,0.0109,0.7917,0.5092,0.0571,0.1261,0.0149,0.0124,0.0168,0.978,0.2688
dim47-clusters5-instances3500-overlap1e-06-1e-05-aspectref3.5-aspectmaxmin9.5-radius7.5-imbalance1-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.16,2.58,0.35,3,2,5,0.0237,0.006,3.8739,0.2288,0.0137,1309.8977,242.3399,0.1206,0.0953,0.0014,0.0019,0.0124,0.0234,72.9167,0.1087,0.0637,2.9526,1.5486,0.0753,0.0465,1.0,0.0,0.5072,0.0549,0.5094,0.0573,0.0,0.0,48.0,0.0027,3500.0,0.0676,0.0112,1.0,0.0,0.1045,0.0389,-0.1596,0.597,0.0042,0.0288,0.0137,0.0109,0.7917,0.5092,0.0571,0.1261,0.0149,0.0124,0.0168,0.978,0.2688
dim47-clusters5-instances3500-overlap1e-06-1e-05-aspectref3.5-aspectmaxmin9.5-radius7.5-imbalance1-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.21,1.86,0.21,3,2,5,0.0237,0.006,3.8739,0.2288,0.0137,1309.8977,242.3399,0.1206,0.0953,0.0014,0.0019,0.0124,0.0234,72.9167,0.1087,0.0637,2.9526,1.5486,0.0753,0.0465,1.0,0.0,0.5072,0.0549,0.5094,0.0573,0.0,0.0,48.0,0.0027,3500.0,0.0676,0.0112,1.0,0.0,0.1045,0.0389,-0.1596,0.597,0.0042,0.0288,0.0137,0.0109,0.7917,0.5092,0.0571,0.1261,0.0149,0.0124,0.0168,0.978,0.2688
dim43-clusters12-instances250-overlap1e-06-1e-05-aspectref6.5-aspectmaxmin5.5-radius3.5-imbalance2-dist_[_normal_]-rep49.csv,Ground Truth,0.1,1.98,1.0,0,12,12,0.0363,0.0153,2.5843,0.0035,0.176,67.379,13.2274,0.1635,0.1253,0.0047,0.0042,0.0285,0.0434,5.6818,0.1922,0.0634,0.944,0.8863,0.1413,0.0467,1.0,0.0,0.4967,0.0773,0.4995,0.0841,0.0,0.0,44.0,0.018,250.0,0.1667,0.0048,1.0,0.0,0.1663,0.0287,-0.0602,0.5226,0.0018,0.012,0.176,0.132,0.75,0.4991,0.083,0.2778,0.0269,0.0285,0.012,1.4772,0.2756
dim43-clusters12-instances250-overlap1e-06-1e-05-aspectref6.5-aspectmaxmin5.5-radius3.5-imbalance2-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.13,1.96,0.7,0,12,12,0.0363,0.0153,2.5843,0.0035,0.176,67.379,13.2274,0.1635,0.1253,0.0047,0.0042,0.0285,0.0434,5.6818,0.1922,0.0634,0.944,0.8863,0.1413,0.0467,1.0,0.0,0.4967,0.0773,0.4995,0.0841,0.0,0.0,44.0,0.018,250.0,0.1667,0.0048,1.0,0.0,0.1663,0.0287,-0.0602,0.5226,0.0018,0.012,0.176,0.132,0.75,0.4991,0.083,0.2778,0.0269,0.0285,0.012,1.4772,0.2756
dim43-clusters12-instances250-overlap1e-06-1e-05-aspectref6.5-aspectmaxmin5.5-radius3.5-imbalance2-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.11,2.04,0.64,2,10,12,0.0363,0.0153,2.5843,0.0035,0.176,67.379,13.2274,0.1635,0.1253,0.0047,0.0042,0.0285,0.0434,5.6818,0.1922,0.0634,0.944,0.8863,0.1413,0.0467,1.0,0.0,0.4967,0.0773,0.4995,0.0841,0.0,0.0,44.0,0.018,250.0,0.1667,0.0048,1.0,0.0,0.1663,0.0287,-0.0602,0.5226,0.0018,0.012,0.176,0.132,0.75,0.4991,0.083,0.2778,0.0269,0.0285,0.012,1.4772,0.2756
dim43-clusters12-instances250-overlap1e-06-1e-05-aspectref6.5-aspectmaxmin5.5-radius3.5-imbalance2-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.11,2.0,0.64,3,15,12,0.0363,0.0153,2.5843,0.0035,0.176,67.379,13.2274,0.1635,0.1253,0.0047,0.0042,0.0285,0.0434,5.6818,0.1922,0.0634,0.944,0.8863,0.1413,0.0467,1.0,0.0,0.4967,0.0773,0.4995,0.0841,0.0,0.0,44.0,0.018,250.0,0.1667,0.0048,1.0,0.0,0.1663,0.0287,-0.0602,0.5226,0.0018,0.012,0.176,0.132,0.75,0.4991,0.083,0.2778,0.0269,0.0285,0.012,1.4772,0.2756
dim43-clusters12-instances250-overlap1e-06-1e-05-aspectref6.5-aspectmaxmin5.5-radius3.5-imbalance2-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.1,2.2,0.66,2,10,12,0.0363,0.0153,2.5843,0.0035,0.176,67.379,13.2274,0.1635,0.1253,0.0047,0.0042,0.0285,0.0434,5.6818,0.1922,0.0634,0.944,0.8863,0.1413,0.0467,1.0,0.0,0.4967,0.0773,0.4995,0.0841,0.0,0.0,44.0,0.018,250.0,0.1667,0.0048,1.0,0.0,0.1663,0.0287,-0.0602,0.5226,0.0018,0.012,0.176,0.132,0.75,0.4991,0.083,0.2778,0.0269,0.0285,0.012,1.4772,0.2756
dim43-clusters12-instances250-overlap1e-06-1e-05-aspectref6.5-aspectmaxmin5.5-radius3.5-imbalance2-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.08,2.31,0.55,0,12,12,0.0363,0.0153,2.5843,0.0035,0.176,67.379,13.2274,0.1635,0.1253,0.0047,0.0042,0.0285,0.0434,5.6818,0.1922,0.0634,0.944,0.8863,0.1413,0.0467,1.0,0.0,0.4967,0.0773,0.4995,0.0841,0.0,0.0,44.0,0.018,250.0,0.1667,0.0048,1.0,0.0,0.1663,0.0287,-0.0602,0.5226,0.0018,0.012,0.176,0.132,0.75,0.4991,0.083,0.2778,0.0269,0.0285,0.012,1.4772,0.2756
dim43-clusters12-instances250-overlap1e-06-1e-05-aspectref6.5-aspectmaxmin5.5-radius3.5-imbalance2-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.08,1.88,0.61,6,18,12,0.0363,0.0153,2.5843,0.0035,0.176,67.379,13.2274,0.1635,0.1253,0.0047,0.0042,0.0285,0.0434,5.6818,0.1922,0.0634,0.944,0.8863,0.1413,0.0467,1.0,0.0,0.4967,0.0773,0.4995,0.0841,0.0,0.0,44.0,0.018,250.0,0.1667,0.0048,1.0,0.0,0.1663,0.0287,-0.0602,0.5226,0.0018,0.012,0.176,0.132,0.75,0.4991,0.083,0.2778,0.0269,0.0285,0.012,1.4772,0.2756
dim43-clusters12-instances250-overlap1e-06-1e-05-aspectref6.5-aspectmaxmin5.5-radius3.5-imbalance2-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.17,2.08,0.2,6,6,12,0.0363,0.0153,2.5843,0.0035,0.176,67.379,13.2274,0.1635,0.1253,0.0047,0.0042,0.0285,0.0434,5.6818,0.1922,0.0634,0.944,0.8863,0.1413,0.0467,1.0,0.0,0.4967,0.0773,0.4995,0.0841,0.0,0.0,44.0,0.018,250.0,0.1667,0.0048,1.0,0.0,0.1663,0.0287,-0.0602,0.5226,0.0018,0.012,0.176,0.132,0.75,0.4991,0.083,0.2778,0.0269,0.0285,0.012,1.4772,0.2756
dim43-clusters12-instances250-overlap1e-06-1e-05-aspectref6.5-aspectmaxmin5.5-radius3.5-imbalance2-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.06,1.98,0.59,8,20,12,0.0363,0.0153,2.5843,0.0035,0.176,67.379,13.2274,0.1635,0.1253,0.0047,0.0042,0.0285,0.0434,5.6818,0.1922,0.0634,0.944,0.8863,0.1413,0.0467,1.0,0.0,0.4967,0.0773,0.4995,0.0841,0.0,0.0,44.0,0.018,250.0,0.1667,0.0048,1.0,0.0,0.1663,0.0287,-0.0602,0.5226,0.0018,0.012,0.176,0.132,0.75,0.4991,0.083,0.2778,0.0269,0.0285,0.012,1.4772,0.2756
dim43-clusters12-instances250-overlap1e-06-1e-05-aspectref6.5-aspectmaxmin5.5-radius3.5-imbalance2-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.07,1.8,0.6,14,26,12,0.0363,0.0153,2.5843,0.0035,0.176,67.379,13.2274,0.1635,0.1253,0.0047,0.0042,0.0285,0.0434,5.6818,0.1922,0.0634,0.944,0.8863,0.1413,0.0467,1.0,0.0,0.4967,0.0773,0.4995,0.0841,0.0,0.0,44.0,0.018,250.0,0.1667,0.0048,1.0,0.0,0.1663,0.0287,-0.0602,0.5226,0.0018,0.012,0.176,0.132,0.75,0.4991,0.083,0.2778,0.0269,0.0285,0.012,1.4772,0.2756
dim43-clusters12-instances250-overlap1e-06-1e-05-aspectref6.5-aspectmaxmin5.5-radius3.5-imbalance2-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.24,2.38,0.04,10,2,12,0.0363,0.0153,2.5843,0.0035,0.176,67.379,13.2274,0.1635,0.1253,0.0047,0.0042,0.0285,0.0434,5.6818,0.1922,0.0634,0.944,0.8863,0.1413,0.0467,1.0,0.0,0.4967,0.0773,0.4995,0.0841,0.0,0.0,44.0,0.018,250.0,0.1667,0.0048,1.0,0.0,0.1663,0.0287,-0.0602,0.5226,0.0018,0.012,0.176,0.132,0.75,0.4991,0.083,0.2778,0.0269,0.0285,0.012,1.4772,0.2756
dim43-clusters12-instances250-overlap1e-06-1e-05-aspectref6.5-aspectmaxmin5.5-radius3.5-imbalance2-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.09,1.82,0.55,13,25,12,0.0363,0.0153,2.5843,0.0035,0.176,67.379,13.2274,0.1635,0.1253,0.0047,0.0042,0.0285,0.0434,5.6818,0.1922,0.0634,0.944,0.8863,0.1413,0.0467,1.0,0.0,0.4967,0.0773,0.4995,0.0841,0.0,0.0,44.0,0.018,250.0,0.1667,0.0048,1.0,0.0,0.1663,0.0287,-0.0602,0.5226,0.0018,0.012,0.176,0.132,0.75,0.4991,0.083,0.2778,0.0269,0.0285,0.012,1.4772,0.2756
dim43-clusters12-instances250-overlap1e-06-1e-05-aspectref6.5-aspectmaxmin5.5-radius3.5-imbalance2-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.21,1.45,0.06,10,2,12,0.0363,0.0153,2.5843,0.0035,0.176,67.379,13.2274,0.1635,0.1253,0.0047,0.0042,0.0285,0.0434,5.6818,0.1922,0.0634,0.944,0.8863,0.1413,0.0467,1.0,0.0,0.4967,0.0773,0.4995,0.0841,0.0,0.0,44.0,0.018,250.0,0.1667,0.0048,1.0,0.0,0.1663,0.0287,-0.0602,0.5226,0.0018,0.012,0.176,0.132,0.75,0.4991,0.083,0.2778,0.0269,0.0285,0.012,1.4772,0.2756
dim43-clusters12-instances250-overlap1e-06-1e-05-aspectref6.5-aspectmaxmin5.5-radius3.5-imbalance2-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.13,2.03,0.58,0,12,12,0.0363,0.0153,2.5843,0.0035,0.176,67.379,13.2274,0.1635,0.1253,0.0047,0.0042,0.0285,0.0434,5.6818,0.1922,0.0634,0.944,0.8863,0.1413,0.0467,1.0,0.0,0.4967,0.0773,0.4995,0.0841,0.0,0.0,44.0,0.018,250.0,0.1667,0.0048,1.0,0.0,0.1663,0.0287,-0.0602,0.5226,0.0018,0.012,0.176,0.132,0.75,0.4991,0.083,0.2778,0.0269,0.0285,0.012,1.4772,0.2756
dim43-clusters12-instances250-overlap1e-06-1e-05-aspectref6.5-aspectmaxmin5.5-radius3.5-imbalance2-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.13,1.7,0.64,15,27,12,0.0363,0.0153,2.5843,0.0035,0.176,67.379,13.2274,0.1635,0.1253,0.0047,0.0042,0.0285,0.0434,5.6818,0.1922,0.0634,0.944,0.8863,0.1413,0.0467,1.0,0.0,0.4967,0.0773,0.4995,0.0841,0.0,0.0,44.0,0.018,250.0,0.1667,0.0048,1.0,0.0,0.1663,0.0287,-0.0602,0.5226,0.0018,0.012,0.176,0.132,0.75,0.4991,0.083,0.2778,0.0269,0.0285,0.012,1.4772,0.2756
dim43-clusters12-instances250-overlap1e-06-1e-05-aspectref6.5-aspectmaxmin5.5-radius3.5-imbalance2-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.12,2.05,0.63,1,13,12,0.0363,0.0153,2.5843,0.0035,0.176,67.379,13.2274,0.1635,0.1253,0.0047,0.0042,0.0285,0.0434,5.6818,0.1922,0.0634,0.944,0.8863,0.1413,0.0467,1.0,0.0,0.4967,0.0773,0.4995,0.0841,0.0,0.0,44.0,0.018,250.0,0.1667,0.0048,1.0,0.0,0.1663,0.0287,-0.0602,0.5226,0.0018,0.012,0.176,0.132,0.75,0.4991,0.083,0.2778,0.0269,0.0285,0.012,1.4772,0.2756
dim41-clusters10-instances2750-overlap1e-06-1e-05-aspectref2.5-aspectmaxmin2.5-radius2.5-imbalance1-dist_[_normal_]-rep49.csv,Ground Truth,0.23,1.56,1.0,0,10,10,0.0187,0.0142,3.7958,0.0749,0.0153,755.308,54.8748,0.1598,0.1204,0.0038,0.0036,0.0234,0.0363,65.4762,0.198,0.063,0.2412,0.5643,0.1458,0.0467,1.0,0.0,0.4988,0.063,0.4964,0.0718,0.0,0.0,42.0,0.0093,2750.0,0.0719,0.0037,1.0,0.0,0.1499,0.0304,0.0528,0.4266,0.0024,0.0154,0.0153,0.0127,0.8333,0.4967,0.0707,0.1335,0.0067,0.0234,0.0131,1.341,0.1645
dim41-clusters10-instances2750-overlap1e-06-1e-05-aspectref2.5-aspectmaxmin2.5-radius2.5-imbalance1-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.22,2.32,0.87,0,10,10,0.0187,0.0142,3.7958,0.0749,0.0153,755.308,54.8748,0.1598,0.1204,0.0038,0.0036,0.0234,0.0363,65.4762,0.198,0.063,0.2412,0.5643,0.1458,0.0467,1.0,0.0,0.4988,0.063,0.4964,0.0718,0.0,0.0,42.0,0.0093,2750.0,0.0719,0.0037,1.0,0.0,0.1499,0.0304,0.0528,0.4266,0.0024,0.0154,0.0153,0.0127,0.8333,0.4967,0.0707,0.1335,0.0067,0.0234,0.0131,1.341,0.1645
dim41-clusters10-instances2750-overlap1e-06-1e-05-aspectref2.5-aspectmaxmin2.5-radius2.5-imbalance1-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.23,1.56,1.0,0,10,10,0.0187,0.0142,3.7958,0.0749,0.0153,755.308,54.8748,0.1598,0.1204,0.0038,0.0036,0.0234,0.0363,65.4762,0.198,0.063,0.2412,0.5643,0.1458,0.0467,1.0,0.0,0.4988,0.063,0.4964,0.0718,0.0,0.0,42.0,0.0093,2750.0,0.0719,0.0037,1.0,0.0,0.1499,0.0304,0.0528,0.4266,0.0024,0.0154,0.0153,0.0127,0.8333,0.4967,0.0707,0.1335,0.0067,0.0234,0.0131,1.341,0.1645
dim41-clusters10-instances2750-overlap1e-06-1e-05-aspectref2.5-aspectmaxmin2.5-radius2.5-imbalance1-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.22,2.72,0.84,1,11,10,0.0187,0.0142,3.7958,0.0749,0.0153,755.308,54.8748,0.1598,0.1204,0.0038,0.0036,0.0234,0.0363,65.4762,0.198,0.063,0.2412,0.5643,0.1458,0.0467,1.0,0.0,0.4988,0.063,0.4964,0.0718,0.0,0.0,42.0,0.0093,2750.0,0.0719,0.0037,1.0,0.0,0.1499,0.0304,0.0528,0.4266,0.0024,0.0154,0.0153,0.0127,0.8333,0.4967,0.0707,0.1335,0.0067,0.0234,0.0131,1.341,0.1645
dim41-clusters10-instances2750-overlap1e-06-1e-05-aspectref2.5-aspectmaxmin2.5-radius2.5-imbalance1-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.19,1.92,0.52,4,6,10,0.0187,0.0142,3.7958,0.0749,0.0153,755.308,54.8748,0.1598,0.1204,0.0038,0.0036,0.0234,0.0363,65.4762,0.198,0.063,0.2412,0.5643,0.1458,0.0467,1.0,0.0,0.4988,0.063,0.4964,0.0718,0.0,0.0,42.0,0.0093,2750.0,0.0719,0.0037,1.0,0.0,0.1499,0.0304,0.0528,0.4266,0.0024,0.0154,0.0153,0.0127,0.8333,0.4967,0.0707,0.1335,0.0067,0.0234,0.0131,1.341,0.1645
dim41-clusters10-instances2750-overlap1e-06-1e-05-aspectref2.5-aspectmaxmin2.5-radius2.5-imbalance1-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.23,1.56,1.0,0,10,10,0.0187,0.0142,3.7958,0.0749,0.0153,755.308,54.8748,0.1598,0.1204,0.0038,0.0036,0.0234,0.0363,65.4762,0.198,0.063,0.2412,0.5643,0.1458,0.0467,1.0,0.0,0.4988,0.063,0.4964,0.0718,0.0,0.0,42.0,0.0093,2750.0,0.0719,0.0037,1.0,0.0,0.1499,0.0304,0.0528,0.4266,0.0024,0.0154,0.0153,0.0127,0.8333,0.4967,0.0707,0.1335,0.0067,0.0234,0.0131,1.341,0.1645
dim41-clusters10-instances2750-overlap1e-06-1e-05-aspectref2.5-aspectmaxmin2.5-radius2.5-imbalance1-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.19,3.19,0.89,5,15,10,0.0187,0.0142,3.7958,0.0749,0.0153,755.308,54.8748,0.1598,0.1204,0.0038,0.0036,0.0234,0.0363,65.4762,0.198,0.063,0.2412,0.5643,0.1458,0.0467,1.0,0.0,0.4988,0.063,0.4964,0.0718,0.0,0.0,42.0,0.0093,2750.0,0.0719,0.0037,1.0,0.0,0.1499,0.0304,0.0528,0.4266,0.0024,0.0154,0.0153,0.0127,0.8333,0.4967,0.0707,0.1335,0.0067,0.0234,0.0131,1.341,0.1645
dim41-clusters10-instances2750-overlap1e-06-1e-05-aspectref2.5-aspectmaxmin2.5-radius2.5-imbalance1-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.26,1.53,0.05,8,2,10,0.0187,0.0142,3.7958,0.0749,0.0153,755.308,54.8748,0.1598,0.1204,0.0038,0.0036,0.0234,0.0363,65.4762,0.198,0.063,0.2412,0.5643,0.1458,0.0467,1.0,0.0,0.4988,0.063,0.4964,0.0718,0.0,0.0,42.0,0.0093,2750.0,0.0719,0.0037,1.0,0.0,0.1499,0.0304,0.0528,0.4266,0.0024,0.0154,0.0153,0.0127,0.8333,0.4967,0.0707,0.1335,0.0067,0.0234,0.0131,1.341,0.1645
dim41-clusters10-instances2750-overlap1e-06-1e-05-aspectref2.5-aspectmaxmin2.5-radius2.5-imbalance1-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.19,2.72,0.93,3,13,10,0.0187,0.0142,3.7958,0.0749,0.0153,755.308,54.8748,0.1598,0.1204,0.0038,0.0036,0.0234,0.0363,65.4762,0.198,0.063,0.2412,0.5643,0.1458,0.0467,1.0,0.0,0.4988,0.063,0.4964,0.0718,0.0,0.0,42.0,0.0093,2750.0,0.0719,0.0037,1.0,0.0,0.1499,0.0304,0.0528,0.4266,0.0024,0.0154,0.0153,0.0127,0.8333,0.4967,0.0707,0.1335,0.0067,0.0234,0.0131,1.341,0.1645
dim41-clusters10-instances2750-overlap1e-06-1e-05-aspectref2.5-aspectmaxmin2.5-radius2.5-imbalance1-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.18,2.7,0.95,2,12,10,0.0187,0.0142,3.7958,0.0749,0.0153,755.308,54.8748,0.1598,0.1204,0.0038,0.0036,0.0234,0.0363,65.4762,0.198,0.063,0.2412,0.5643,0.1458,0.0467,1.0,0.0,0.4988,0.063,0.4964,0.0718,0.0,0.0,42.0,0.0093,2750.0,0.0719,0.0037,1.0,0.0,0.1499,0.0304,0.0528,0.4266,0.0024,0.0154,0.0153,0.0127,0.8333,0.4967,0.0707,0.1335,0.0067,0.0234,0.0131,1.341,0.1645
dim41-clusters10-instances2750-overlap1e-06-1e-05-aspectref2.5-aspectmaxmin2.5-radius2.5-imbalance1-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.19,2.96,0.92,3,13,10,0.0187,0.0142,3.7958,0.0749,0.0153,755.308,54.8748,0.1598,0.1204,0.0038,0.0036,0.0234,0.0363,65.4762,0.198,0.063,0.2412,0.5643,0.1458,0.0467,1.0,0.0,0.4988,0.063,0.4964,0.0718,0.0,0.0,42.0,0.0093,2750.0,0.0719,0.0037,1.0,0.0,0.1499,0.0304,0.0528,0.4266,0.0024,0.0154,0.0153,0.0127,0.8333,0.4967,0.0707,0.1335,0.0067,0.0234,0.0131,1.341,0.1645
dim41-clusters10-instances2750-overlap1e-06-1e-05-aspectref2.5-aspectmaxmin2.5-radius2.5-imbalance1-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.26,1.51,0.05,8,2,10,0.0187,0.0142,3.7958,0.0749,0.0153,755.308,54.8748,0.1598,0.1204,0.0038,0.0036,0.0234,0.0363,65.4762,0.198,0.063,0.2412,0.5643,0.1458,0.0467,1.0,0.0,0.4988,0.063,0.4964,0.0718,0.0,0.0,42.0,0.0093,2750.0,0.0719,0.0037,1.0,0.0,0.1499,0.0304,0.0528,0.4266,0.0024,0.0154,0.0153,0.0127,0.8333,0.4967,0.0707,0.1335,0.0067,0.0234,0.0131,1.341,0.1645
dim41-clusters10-instances2750-overlap1e-06-1e-05-aspectref2.5-aspectmaxmin2.5-radius2.5-imbalance1-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.08,4.0,0.68,15,25,10,0.0187,0.0142,3.7958,0.0749,0.0153,755.308,54.8748,0.1598,0.1204,0.0038,0.0036,0.0234,0.0363,65.4762,0.198,0.063,0.2412,0.5643,0.1458,0.0467,1.0,0.0,0.4988,0.063,0.4964,0.0718,0.0,0.0,42.0,0.0093,2750.0,0.0719,0.0037,1.0,0.0,0.1499,0.0304,0.0528,0.4266,0.0024,0.0154,0.0153,0.0127,0.8333,0.4967,0.0707,0.1335,0.0067,0.0234,0.0131,1.341,0.1645
dim41-clusters10-instances2750-overlap1e-06-1e-05-aspectref2.5-aspectmaxmin2.5-radius2.5-imbalance1-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.12,3.82,0.78,11,21,10,0.0187,0.0142,3.7958,0.0749,0.0153,755.308,54.8748,0.1598,0.1204,0.0038,0.0036,0.0234,0.0363,65.4762,0.198,0.063,0.2412,0.5643,0.1458,0.0467,1.0,0.0,0.4988,0.063,0.4964,0.0718,0.0,0.0,42.0,0.0093,2750.0,0.0719,0.0037,1.0,0.0,0.1499,0.0304,0.0528,0.4266,0.0024,0.0154,0.0153,0.0127,0.8333,0.4967,0.0707,0.1335,0.0067,0.0234,0.0131,1.341,0.1645
dim41-clusters10-instances2750-overlap1e-06-1e-05-aspectref2.5-aspectmaxmin2.5-radius2.5-imbalance1-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.21,2.95,0.92,4,14,10,0.0187,0.0142,3.7958,0.0749,0.0153,755.308,54.8748,0.1598,0.1204,0.0038,0.0036,0.0234,0.0363,65.4762,0.198,0.063,0.2412,0.5643,0.1458,0.0467,1.0,0.0,0.4988,0.063,0.4964,0.0718,0.0,0.0,42.0,0.0093,2750.0,0.0719,0.0037,1.0,0.0,0.1499,0.0304,0.0528,0.4266,0.0024,0.0154,0.0153,0.0127,0.8333,0.4967,0.0707,0.1335,0.0067,0.0234,0.0131,1.341,0.1645
dim41-clusters10-instances2750-overlap1e-06-1e-05-aspectref2.5-aspectmaxmin2.5-radius2.5-imbalance1-dist_[_normal_]-rep49.csv,MiniBatchKMeans,0.17,3.67,0.72,15,25,10,0.0187,0.0142,3.7958,0.0749,0.0153,755.308,54.8748,0.1598,0.1204,0.0038,0.0036,0.0234,0.0363,65.4762,0.198,0.063,0.2412,0.5643,0.1458,0.0467,1.0,0.0,0.4988,0.063,0.4964,0.0718,0.0,0.0,42.0,0.0093,2750.0,0.0719,0.0037,1.0,0.0,0.1499,0.0304,0.0528,0.4266,0.0024,0.0154,0.0153,0.0127,0.8333,0.4967,0.0707,0.1335,0.0067,0.0234,0.0131,1.341,0.1645
dim36-clusters11-instances4500-overlap1e-06-1e-05-aspectref7.0-aspectmaxmin6.0-radius8.0-imbalance1-dist_[_normal_]-rep49.csv,Ground Truth,0.11,2.15,1.0,0,11,11,0.0372,0.0357,3.9854,0.0889,0.0082,1811.4336,312.2007,0.1671,0.1251,0.002,0.0021,0.0128,0.0234,121.6216,0.1201,0.0836,2.5729,1.4882,0.0866,0.0621,1.0,0.0,0.5145,0.0945,0.5145,0.1008,0.0,0.0,37.0,0.0135,4500.0,0.063,0.0039,1.0,0.0,0.1063,0.0391,-0.0326,0.7114,0.0025,0.0149,0.0082,0.0064,0.7838,0.5141,0.0991,0.1181,0.0071,0.0128,0.0151,0.8805,0.2202
